ParameterID,CategoryID,ParameterName,Abbreviation,UnitID,FormatID
16909,847,"Sepsisbundel_Weet_Niet","Sepsisbundel_Weet_Niet",0,10
16910,830,"Supervisor bij opname (opname ic)","Supervisor bij opname (opname ic)",NaN,NaN
16911,807,"Oren locatie decubitus","Oren locatie decubitus",NaN,NaN
16912,807,"Schouderbladen locatie decubitus","Schouderbladen locatie decubitus",NaN,NaN
16913,807,"Ellebogen locatie decubitus","Ellebogen locatie decubitus",NaN,NaN
16914,807,"Stuit locatie decubitus","Stuit locatie decubitus",NaN,NaN
16915,807,"Heupen locatie decubitus","Heupen locatie decubitus",NaN,NaN
16916,807,"Hielen locatie decubitus","Hielen locatie decubitus",NaN,NaN
16917,807,"Oogkassen locatie decubitus","Oogkassen locatie decubitus",NaN,NaN
16918,807,"Neus locatie decubitus","Neus locatie decubitus",NaN,NaN
16919,807,"Mond locatie decubitus","Mond  locatie decubitus",NaN,NaN
16920,807,"Borsten locatie decubitus","Borsten locatie decubitus",NaN,NaN
16921,807,"Scrotum locatie decubitus","Scrotum locatie decubitus",NaN,NaN
16922,807,"Knieen locatie decubitus","Knieen locatie decubitus",NaN,NaN
16923,807,"Tenen locatie decubitus","Tenen locatie decubitus",NaN,NaN
16924,807,"Hielen","Hielen",NaN,NaN
16925,875,"Delier (VMS kwetsbare oudere)","Delier (VMS kwetsbare oudere)",NaN,NaN
16926,875,"Vallen (VMS kwetsbare oudere)","Vallen (VMS kwetsbare oudere)",NaN,NaN
16927,875,"Ondervoeding (VMS kwetsbare oudere)","Ondervoeding (VMS kwetsbare oudere)",NaN,NaN
16928,875,"Heeft u hulp nodig bij baden of douchen (VMS kwetsbare oudere)","Heeft u hulp nodig bij baden of douchen (VMS kwets",NaN,NaN
16929,875,"Heeft u hulp nodig bij aankleden (VMS kwetsbare oudere)","Heeft u hulp nodig bij aankleden  (VMS kwetsbare o",NaN,NaN
16930,875,"Heeft u hulp nodig bij het naar het toilet gaan (VMS kwetsbare oudere)","Heeft u hulp nodig bij het naar het toilet gaan (V",NaN,NaN
16931,875,"Maakt u gebruik van incontinentiemateriaal (VMS kwetsbare oudere)","Maakt u gebruik van incontinentiemateriaal (VMS kw",NaN,NaN
16932,875,"Heeft u hulp nodig bij een transfer van bed naar stoel (VMS kwetsbare oudere)","Heeft u hulp nodig bij een transfer van bed naar s",NaN,NaN
16933,875,"Heeft u hulp nodig bij het lopen (VMS kwetsbare oudere)","Heeft u hulp nodig bij het lopen (VMS kwetsbare ou",NaN,NaN
16934,875,"Is er sprake van een acute opname (VMS kwetsbare oudere)","Is er sprake van een acute opname (VMS kwetsbare o",NaN,NaN
16935,592,"Rifaximine (Xifaxan)","Rifaximine (Xifaxan)",10,11
16936,592,"Natriumoxybaat (Xyrem)","Natriumoxybaat (Xyrem)",9,13
16937,591,"Opmerking pijnscore","Opmerking pijnscore",NaN,NaN
16938,591,"Opmerking sedatiescore","Opmerking sedatiescore",NaN,NaN
16939,592,"Budesonide (Entocort) gereguleerde afgifte","Budesonide (Entocort) gereguleerde afgifte",10,12
16940,592,"Factor IX (Mononine)","Factor IX (Mononine)",180,11
16941,876,"Soort ingreep (ontslag verplk)","Soort ingreep (ontslag verplk)",NaN,NaN
16942,876,"Operatiedatum (ontslag verplk)","Operatiedatum (ontslag verplk)",NaN,NaN
16943,876,"Verwijzende afdeling (ontslag verplk)","Verwijzende afdeling (ontslag verplk)",NaN,NaN
16944,876,"Centraal veneuze katheter (ontslag verplk)","Centraal veneuze katheter (ontslag verplk)",NaN,NaN
16945,876,"Continue medicatie (ontslag verplk)","Continue medicatie (ontslag verplk)",NaN,NaN
16946,876,"Infuus via infuuspomp (ontslag verplk)","Infuus via infuuspomp (ontslag verplk)",NaN,NaN
16947,876,"Sondevoeding via pomp (ontslag verplk)","Sondevoeding via pomp (ontslag verplk)",NaN,NaN
16948,876,"Drains (ontslag verplk)","Drains (ontslag verplk)",NaN,NaN
16949,876,"O2 (ontslag verplk)","O2 (ontslag verplk)",26,12
16950,876,"Pacemaker (ontslag verplk)","Pacemaker (ontslag verplk)",NaN,NaN
16951,876,"Bijzonderheden (ontslag verplk)","Bijzonderheden (ontslag verplk)",NaN,NaN
16952,876,"Tijdstip van overplaatsing (ontslag verplk)","Tijdstip van overplaatsing (ontslag verplk)",NaN,NaN
16953,864,"Het kind maakt oogcontact met de verzorger","Het kind maakt oogcontact met de verzorger",NaN,NaN
16954,864,"De handelingen van het kind zijn doelgericht","De handelingen van het kind zijn doelgericht",NaN,NaN
16955,864,"Het kind is zich bewust van zijn/haar omgeving","Het kind is zich bewust van zijn/haar omgeving",NaN,NaN
16956,864,"Het kind is rusteloos","Het kind is rusteloos",NaN,NaN
16957,864,"Het kind is niet te troosten","Het kind is niet te troosten",NaN,NaN
16958,864,"Totaalscore Delier observatieschaal CAP-D","Totaalscore Delier observatieschaal CAP-D",0,11
16959,804,"Delier observatieschaal CAP-D","Delier observatieschaal CAP-D",0,13
16960,805,"VMS_kwetsbareOudere","VMS_kwetsbareOudere",0,10
16961,847,"VMSThemaKwetsbareOudere","VMSThemaKwetsbareOudere",0,10
16962,803,"BHN ingevuld","BHN ingevuld",NaN,NaN
16963,820,"Supervisor 24 uur (status volwassenen)","Supervisor 24 uur (status volwassenen)",NaN,NaN
16964,834,"PiceStatus","PiceStatus",0,10
16965,877,"HLM pomp Aangesloten op netspanning","HLM pomp Aangesloten op netspanning",NaN,NaN
16966,877,"HLM pomp Batterij opgeladen","HLM pomp Batterij opgeladen",NaN,NaN
16967,877,"HLM pomp Pomp schoon","HLM pomp Pomp schoon",NaN,NaN
16968,877,"HLM pomp HLM compleet","HLM pomp HLM compleet",NaN,NaN
16969,877,"HLM pomp Draairichting pompen counterclockwise","HLM pomp Draairichting pompen counterclockwise",NaN,NaN
16970,877,"HLM pomp Diameterinstelling pompen correct","HLM pomp Diameterinstelling pompen correct",NaN,NaN
16971,877,"HLM pomp Kleurcodering tubing/pomp","HLM pomp Kleurcodering tubing/pomp",NaN,NaN
16972,877,"HLM pomp Dagkar aanwezig","HLM pomp Dagkar aanwezig",NaN,NaN
16973,877,"HLM pomp Dagkar compleet","HLM pomp Dagkar compleet",NaN,NaN
16974,877,"Lengte Gewicht bekend","Lengte Gewicht bekend",NaN,NaN
16975,877,"Ingreep bekend","Ingreep bekend",NaN,NaN
16976,877,"Steriliteit Custompack steriel","Steriliteit Custompack steriel",NaN,NaN
16977,877,"Steriliteit Expiratie datum correct","Steriliteit Expiratie datum correct",NaN,NaN
16978,877,"Steriliteit Connecties correct stevig","Steriliteit Connecties correct stevig",NaN,NaN
16979,877,"Steriliteit Pomptubing counterclockwise in pomp","Steriliteit Pomptubing counterclockwise in pomp",NaN,NaN
16980,877,"Steriliteit Steriele primevloeistoffen aanwezig","Steriliteit Steriele primevloeistoffen aanwezig",NaN,NaN
16981,877,"Steriliteit Centrifugaalpomp steriel","Steriliteit Centrifugaalpomp steriel",NaN,NaN
16982,877,"Monitoring CDI500 gecallibreerd","Monitoring CDI500 gecallibreerd",NaN,NaN
16983,877,"Monitoring Bubble detecting","Monitoring Bubble detecting",NaN,NaN
16984,877,"Monitoring Leveldetecting","Monitoring Leveldetecting",NaN,NaN
16985,877,"Monitoring Flowmeter correct","Monitoring Flowmeter correct",NaN,NaN
16986,877,"Monitoring PDMS monitor","Monitoring PDMS monitor",NaN,NaN
16987,877,"Alarmsettings Druk begrenzing","Alarmsettings Druk begrenzing",NaN,NaN
16988,877,"Alarmsettings Temperatuur begrenzing","Alarmsettings Temperatuur begrenzing",NaN,NaN
16989,877,"Alarmsettings Bubble detector actief","Alarmsettings Bubble detector actief",NaN,NaN
16990,877,"Alarmsettings Level detector actief","Alarmsettings Level detector actief",NaN,NaN
16991,877,"Alarmsettings Flow meter correct","Alarmsettings Flow meter correct",NaN,NaN
16992,877,"Oxygenator Gaslijn aangesloten","Oxygenator Gaslijn aangesloten",NaN,NaN
16993,877,"Oxygenator Gasontluchting vrij","Oxygenator Gasontluchting vrij",NaN,NaN
16994,877,"Waterkoppelingen aangesloten","Waterkoppelingen aangesloten",NaN,NaN
16995,876,"Katheters (ontslag verplk)","Katheters (ontslag verplk)",NaN,NaN
16996,876,"Zuigen aan drains (ontslag verplk)","Zuigen aan drains (ontslag verplk)",NaN,NaN
16997,876,"Venflon afgedopt (ontslag verplk)","Venflon afgedopt (ontslag verplk)",NaN,NaN
17000,592,"Buprenorfine (BuTrans) transdermaal","Buprenorfine (BuTrans) transdermaal",327,11
17001,877,"Oxygenator Gasblender","Oxygenator Gasblender",NaN,NaN
17002,877,"Ontluchting Centrifugaal pomp","Ontluchting Centrifugaal pomp",NaN,NaN
17003,877,"Ontluchting Tubing","Ontluchting Tubing",NaN,NaN
17004,877,"Ontluchting Veneus reservoir","Ontluchting Veneus reservoir",NaN,NaN
17005,877,"Ontluchting AV/VV loop","Ontluchting AV/VV loop",NaN,NaN
17006,877,"Ontluchting Bypasses","Ontluchting Bypasses",NaN,NaN
17007,877,"Ontluchting Oxygenator","Ontluchting Oxygenator",NaN,NaN
17008,877,"Ontluchting Cardioplegie","Ontluchting Cardioplegie",NaN,NaN
17009,877,"Ontluchting Kalium infuuspomp","Ontluchting Kalium infuuspomp",NaN,NaN
17010,877,"Heparine 5000 IE in ECC/CPB","Heparine 5000 IE in ECC/CPB",NaN,NaN
17011,879,"Weanen Operatie afgerond","Weanen Operatie afgerond",NaN,NaN
17012,877,"HLM pomp Occlusiviteit getest en correct","HLM pomp Occlusiviteit getest en correct",NaN,NaN
17013,834,"PaO2_PICE","PaO2_PICE",0,11
17014,834,"FiO2 (inst) fractie bij opname_PICE","FiO2 (inst) fractie bij opname_PICE",0,13
17015,878,"CVS SOFA","CVS SOFA",0,11
17016,878,"Coagulation SOFA","Coagulation SOFA",101,11
17017,878,"Creatinine SOFA","Creatinine SOFA",99,11
17018,878,"Dopamine SOFA","Dopamine SOFA",10,10
17019,878,"Dobutamine SOFA","Dobutamine SOFA",10,10
17020,878,"Noradrenaline SOFA","Noradrenaline SOFA",10,10
17021,878,"Adrenaline SOFA","Adrenaline SOFA",10,10
17022,878,"GCS Oogreactie SOFA","GCS Oogreactie SOFA",NaN,NaN
17023,878,"GCS Motorische reactie SOFA","GCS Motorische reactie SOFA",NaN,NaN
17024,878,"GCS Verbale reactie SOFA","GCS Verbale reactie SOFA",NaN,NaN
17025,878,"FiO2 (inst) SOFA","FiO2 (inst) SOFA",301,10
17026,878,"Bilirubine SOFA","Bilirubine SOFA",99,11
17027,878,"ABP mean SOFA","ABP mean SOFA",173,11
17028,878,"GCS SOFA","GCS SOFA",0,11
17029,878,"PO2 SOFA","PO2 SOFA",0,11
17030,878,"Respiratie SOFA","Respiratie SOFA",0,11
17031,878,"Ratio PO2/FiO2 SOFA","Ratio PO2/FiO2 SOFA",0,11
17032,878,"Respiration support SOFA","Respiration support SOFA",0,11
17033,878,"SOFA score","SOFA score",0,11
17034,878,"Urine SOFA","Urine SOFA",6,11
17035,878,"Gewicht SOFA","Gewicht SOFA",12,12
17036,834,"FiO2PICE_Fractie_PICE","FiO2PICE_Fractie_PICE",0,13
17037,807,"Opmerkingen comfortscores","Opmerkingen comfortscores",NaN,NaN
17038,807,"Type wisselligging","Type wisselligging",NaN,NaN
17039,807,"Decubitus overig","Decubitus overig",NaN,NaN
17040,805,"VerloskundeControlesMoeder","VerloskundeControlesMoeder",0,10
17041,847,"Verloskunde_Controles_Moeder","Verloskunde_Controles_Moeder",0,10
17043,878,"SOFAFromTimeStatement","SOFAFromTimeStatement",0,10
17044,878,"SOFAToTimeStatement","SOFAToTimeStatement",0,10
17045,879,"Weanen Anesthesioloog op OK","Weanen Anesthesioloog op OK",NaN,NaN
17046,879,"Weanen ECG normaal","Weanen ECG normaal",NaN,NaN
17047,879,"Weanen Beademing volledig","Weanen Beademing volledig",NaN,NaN
17048,879,"Weanen Medicatie overgedragen","Weanen Medicatie overgedragen",NaN,NaN
17049,879,"Weanen Flow ECC verminderen","Weanen Flow ECC verminderen",NaN,NaN
17050,879,"Weanen Bloeddrukken acceptabel","Weanen Bloeddrukken acceptabel",NaN,NaN
17051,879,"Weanen Flow ECC stop","Weanen Flow ECC stop",NaN,NaN
17052,879,"Weanen Klemmen geplaatst","Weanen Klemmen geplaatst",NaN,NaN
17053,879,"Weanen MUF procedure","Weanen MUF procedure",NaN,NaN
17054,879,"Weanen Protocol MUF gevolgd","Weanen Protocol MUF gevolgd",NaN,NaN
17055,879,"Weanen Decanulatie voltooid","Weanen Decanulatie voltooid",NaN,NaN
17056,812,"Nutrison Advance Peptisorb","Nutrison Advance Peptisorb",6,11
17057,830,"Antistolling na thoraxchirurgie","Antistolling na thoraxchirurgie",NaN,NaN
17058,805,"VMS_kwetsbareOudereOntslag","VMS_kwetsbareOudereOntslag",0,10
17059,847,"VMSKwetsbareOudereOntslagReden","VMSKwetsbareOudereOntslagReden",0,10
17060,876,"OntslagBinnenLUMC","OntslagBinnenLUMC",NaN,NaN
17061,876,"Ontslag locaties","Ontslag locaties",NaN,NaN
17062,881,"Checklist THO Relevante  Voorgeschiedenis","Checklist THO Relevante  Voorgeschiedenis",NaN,NaN
17063,881,"Checklist THO Beschrijving ingreep inclusief complicaties","Checklist THO Beschrijving ingreep inclusief compl",NaN,NaN
17064,881,"Checklist THO Positie drains","Checklist THO Positie drains",NaN,NaN
17065,881,"Checklist THO Specifieke streefwaarden","Checklist THO Specifieke streefwaarden",NaN,NaN
17066,881,"Checklist THO Intubatie","Checklist THO Intubatie",NaN,NaN
17067,881,"Checklist THO Belijning","Checklist THO Belijning",NaN,NaN
17068,881,"Checklist THO Respiratie","Checklist THO Respiratie",NaN,NaN
17069,881,"Checklist THO Hemodynamiek","Checklist THO Hemodynamiek",NaN,NaN
17070,881,"Checklist THO Instelling pacemaker","Checklist THO Instelling pacemaker",NaN,NaN
17071,881,"Checklist THO Diurese tijdens de operatie","Checklist THO Diurese tijdens de operatie",NaN,NaN
17072,881,"Checklist THO Allergieën","Checklist THO Allergieën",NaN,NaN
17073,881,"Checklist THO Stolling/transfusie","Checklist THO Stolling/transfusie",NaN,NaN
17074,881,"Checklist THO Medicatie","Checklist THO Medicatie",NaN,NaN
17075,881,"Checklist THO Overige bijzonderheden","Checklist THO Overige bijzonderheden",NaN,NaN
17076,881,"Checklist THO Streef CPP","Checklist THO Streef CPP",NaN,NaN
17077,881,"Checklist THO Liquordrain/beleid","Checklist THO Liquordrain/beleid",NaN,NaN
17078,881,"Checklist THO debriefing","Checklist THO debriefing",NaN,NaN
17079,881,"Checklist THO Arts","Checklist THO Arts",NaN,NaN
17080,882,"Stoma 1 conditie","Stoma 1 conditie",NaN,NaN
17081,882,"Stoma 2 conditie","Stoma 2 conditie",NaN,NaN
17082,882,"Stoma 1 conditie toelichting","Stoma 1 conditie toelichting",NaN,NaN
17083,882,"Stoma 2 conditie toelichting","Stoma 2 conditie toelichting",NaN,NaN
17084,882,"Stoma 1 datum bezoek stomavpk","Stoma 1 datum bezoek stomavpk",NaN,NaN
17085,882,"Stoma 2 datum bezoek stomavpk","Stoma 2 datum bezoek stomavpk",NaN,NaN
17086,882,"Stoma 1 datum wissel plaat","Stoma 1 datum wissel plaat",NaN,NaN
17087,882,"Stoma 2 datum wissel plaat","Stoma 2 datum wissel plaat",NaN,NaN
17088,882,"Stoma 1 datum wissel zak","Stoma 1 datum wissel zak",NaN,NaN
17089,882,"Stoma 2 datum wissel zak","Stoma 2 datum wissel zak",NaN,NaN
17090,882,"Stoma 1 huidconditie","Stoma 1 huidconditie",NaN,NaN
17109,609,"Gem.Ven. O2 saturatie","Gem.Ven. O2 saturatie",0,10
17110,609,"Gem.Ven. PCO2","Gem.Ven. PCO2",0,10
17111,609,"Gem.Ven. PH","Gem.Ven. PH",0,10
17112,609,"Gem.Ven. PO2","Gem.Ven. PO2",0,10
17113,609,"Bloedgas_soort","Bloedgas_soort",0,10
17114,609,"Bloedgas Afnamesoort","Bloedgas Afnamesoort",0,10
17115,609,"Art. PH temp corr.","Art. PH temp corr.",0,10
17116,609,"Ven. FO2Hb","Ven. FO2Hb",0,10
17117,609,"Art. FO2Hb","Art. FO2Hb",0,10
17118,862,"Orgaandisfunctie aanwezig (sepsis bundel)","Orgaandisfunctie aanwezig (sepsis bundel)",NaN,NaN
17119,862,"Verdenking infectie aanwezig (sepsis bundel)","Verdenking infectie aanwezig (sepsis bundel)",NaN,NaN
17120,805,"CVVH_Vervang_Set","CVVH_Vervang_Set",0,10
17121,595,"Vervang Set over (uur)","Vervang Set over (uur)",0,11
17122,595,"Herstart bedzijdig PDMS station","Herstart bedzijdig PDMS station",0,13
17123,609,"Cap. FO2Hb","Cap. FO2Hb",0,10
17124,609,"Gem.Ven. FO2Hb","Gem.Ven. FO2Hb",0,10
17125,881,"Checklist THO Controle maagsonde","Checklist THO Controle maagsonde",NaN,NaN
17129,883,"Isolatie","Isolatie",0,10
17139,883,"MVPVerpleegkundige","MVPVerpleegkundige",0,10
17143,883,"MVPContact","MVPContact",0,10
17144,600,"Pacemaker gedrempeld","Pacemaker gedrempeld",NaN,NaN
17149,884,"Dag 2 post OK AVR","Dag 2 post OK",NaN,NaN
17150,884,"Dag 2 post OK CABG","Dag 2 post OK.",NaN,NaN
17151,884,"Dag 3 post OK AVR","Dag 3 post OK",NaN,NaN
17152,884,"Dag 3 post OK CABG","Dag 3 post OK.",NaN,NaN
17153,884,"Dag 4 post OK AVR","Dag 4 post OK",NaN,NaN
17154,884,"Dag 4 post OK CABG","Dag 4 post OK.",NaN,NaN
17155,884,"Dag 5 post OK AVR","Dag 5 post OK",NaN,NaN
17156,804,"Postop. protocol na thoraxchirurgie","Postop. protocol na thoraxchirurgie",0,13
17158,721,"ASAT, LDH, Mg","ASAT, LDH, Mg",0,13
17159,804,"Check; patiëntenidentificatie aanwezig","Check; patiëntenidentificatie aanwezig",0,13
17161,600,"Contr: DECAP: zuurstof aangesloten","Contr: DECAP: zuurstof aangesloten",NaN,NaN
17162,600,"Contr: DECAP: CO2 afblaasgat vrij","Contr: DECAP: CO2 afblaasgat vrij",NaN,NaN
17163,600,"Contr: DECAP: controle luchtvangers","Contr: DECAP: controle luchtvangers",NaN,NaN
16523,870,"Adequate tidal volumes? (intubatie)","Adequate tidal volumes? (intubatie)",NaN,NaN
16524,870,"Foto aangevraagd? (intubatie)","Foto aangevraagd?  (intubatie)",NaN,NaN
16525,813,"Omegaven","Omegaven",6,11
16526,595,"Inst: vloeistof PBP","Inst: vloeistof PBP",NaN,NaN
16527,830,"Allergie?","Allergie?",NaN,NaN
16528,805,"Vaccinatie60Dagen","Vaccinatie60Dagen",0,10
16529,805,"Vaccinatie90Dagen","Vaccinatie90Dagen",0,10
16530,805,"Vaccinatie120Dagen","Vaccinatie120Dagen",0,10
16531,805,"Vaccinatie11Maanden","Vaccinatie11Maanden",0,10
16532,805,"Vaccinatie14Maanden","Vaccinatie14maanden",0,10
16533,847,"Vaccinatie_2_Maanden","Vaccinatie_2_Maanden",0,10
16534,847,"Vaccinatie_3_Maanden","Vaccinatie_3_Maanden",0,10
16535,847,"Vaccinatie_4_Maanden","Vaccinatie_4_Maanden",0,10
16536,847,"Vaccinatie_11_Maanden","Vaccinatie_11_Maanden",0,10
16537,847,"Vaccinatie_14_Maanden","Vaccinatie_14_Maanden",0,10
16538,804,"Flexiseal inbrengen","Flexiseal inbrengen",0,13
16539,804,"Vaccinatie inplannen (zie schema RVS)","Vaccinatie inplannen (zie schema RVS)",0,13
16540,592,"BOF/MAZELEN/RUBELLAVACCIN  1 DOSIS (MMRVAXPRO) BMR","BOF/MAZELEN/RUBELLAVACCIN  1 DOSIS (MMRVAXPRO) BMR",171,11
16541,592,"MENINGOKOKKENVACCIN C (NEISVAC-C) MenC","MENINGOKOKKENVACCIN C (NEISVAC-C) MenC",171,11
16542,596,"NaCl 3%","NaCl 3%",6,13
16543,592,".Novorapid (Insuline aspart",".Novorapid (Insuline aspart",180,13
16544,595,"Inst: Calciumcompensatie","Inst: Calciumcompensatie",301,11
16545,595,"Inst: Citraatdosis","Inst: Citraatdosis",296,12
16546,595,"Inst: Citraatdosis (f)","Inst: Citraatdosis (f)",296,12
16547,595,"Inst: Spuitpompsnelheid (f)","Inst: Spuitpompsnelheid (f)",46,12
16548,595,"Inst: Spuitpompsnelheid (heparine) (f)","Inst: Spuitpompsnelheid (heparine) (f)",0,12
16549,817,"Startdatum behandeling wond  3","Startdatum behandeling wond  3",NaN,NaN
16550,817,"Naam arts wond 3","Naam arts wond 3",NaN,NaN
16551,817,"Naam verpleegkundige wond 3","Naam verpleegkundige wond 3",NaN,NaN
16552,817,"Evaluatie van de wondzorg wond 3","Evaluatie van de wondzorg wond 3",NaN,NaN
16553,817,"Afspraken langere termijn wond 3","Afspraken langere termijn wond 3",NaN,NaN
16554,817,"Beschrijving wond 3","Beschrijving wond 3",NaN,NaN
16555,804,"Cuffdruk meten","Cuffdruk meten",0,13
16556,595,"Catheter omgepoold","Catheter omgepoold",NaN,NaN
16557,805,"Trachea_e","Trachea_e",0,10
16558,847,"Tracheacanule_event","Tracheacanule_event",0,10
16559,805,"CVVHMagnesiumSuppletie","CVVHMagnesiumSuppletie",0,10
16560,847,"CVVH_Magnesium2X","CVVH_Magnesium2X",0,10
16561,805,"Insensible_loss","Insensible_loss",0,10
16562,815,"Gecorr. cum. balans.","Gecorr. cum. balans.",6,11
16563,814,"Insensible loss (6ml/kg/dag)","Insensible loss (6ml/kg/dag)",306,11
16564,805,"Insensible_loss_cum","Insensible_loss_cum",0,10
16565,814,"Insensible loss cummulatief","Insensible loss cummulatief",306,11
16566,830,"Overige informatie (opname IC)","Overige informatie (opname IC)",NaN,NaN
16865,805,"ComplicatieNietGenoteerd","ComplicatieNietGenoteerd",0,10
16866,847,"Complicatie_Niet_Genoteerd","Complicatie_Niet_Genoteerd",0,10
16867,870,"Supervisor intubatie","Supervisor intubatie",NaN,NaN
16868,862,"Bloedkweken 2 (sepsis bundel)","Bloedkweken 2 (sepsis bundel)",NaN,NaN
16869,862,"Antibiotica 2 (sepsis bundel)","Antibiotica 2 (sepsis bundel)",NaN,NaN
16870,600,"Contr: Impella: Purge flow","Contr: Impella: Purge flow",46,12
16871,600,"Contr: Impella: Motor stroom systole","Contr: Impella: Motor stroom systole",149,11
16872,600,"Contr: Impella: Motor stroom diastole","Contr: Impella: Motor stroom diastole",149,11
16873,820,"Is de set van opdrachten CVVH gestart?","Is de set van opdrachten CVVH gestart?",NaN,NaN
16874,600,"ECMO: art bicarbonaat","ECMO: art bicarbonaat",0,10
16875,600,"ECMO: art O2 saturatie","ECMO: art O2 saturatie",0,10
16876,600,"ECMO: ven O2 saturatie","ECMO: ven O2 saturatie",0,10
16877,600,"ECMO: art Base Excess","ECMO: art Base Excess",0,10
16596,817,"Startdatum behandeling wond  1","Startdatum behandeling wond 1",NaN,NaN
17091,882,"Stoma 2 huidconditie","Stoma 2 huidconditie",NaN,NaN
17092,882,"Stoma 1 hulpmiddelen","Stoma 1 hulpmiddelen",NaN,NaN
17093,882,"Stoma 2 hulpmiddelen","Stoma 2 hulpmiddelen",NaN,NaN
17094,882,"Stoma 1 materiaal","Stoma 1 materiaal",NaN,NaN
17095,882,"Stoma 2 materiaal","Stoma 2 materiaal",NaN,NaN
17096,882,"Stoma 1 materiaal overig","Stoma 1 materiaal overig",NaN,NaN
17097,882,"Stoma 2 materiaal overig","Stoma 2 materiaal overig",NaN,NaN
17098,882,"Stoma 1 soort","Stoma 1 soort",NaN,NaN
17099,882,"Stoma 2 soort","Stoma 2 soort",NaN,NaN
17100,882,"Stoma 1 verzorging","Stoma 1 verzorging",NaN,NaN
17101,882,"Stoma 2 verzorging","Stoma 2 verzorging",NaN,NaN
17102,816,"Stoma 1 foto","Stoma 1 foto",NaN,NaN
17103,816,"Stoma 2 foto","Stoma 2 foto",NaN,NaN
17104,805,"LachiWeaning","LachiWeaning",0,10
17105,847,"Lachi_Weaning","Lachi_Weaning",0,10
17106,862,"Twee SIRS-criteria aanwezig (sepsis bundel)","Twee SIRS-criteria aanwezig (sepsis bundel)",NaN,NaN
17107,609,"Gem.Ven. Alkali Reserve","Gem.Ven. Alkali Reserve",0,10
17108,609,"Gem.Ven. Base Excess","Gem.Ven. Base Excess",0,10
16200,862,">- 2 SIRS-criteria aanwezig (sepsis bundel)",">- 2 SIRS-criteria aanwezig (sepsis bundel)",NaN,NaN
16201,862,"Orgaandisfunctie (sepsis bundel)","Orgaandisfunctie (sepsis bundel)",NaN,NaN
16202,862,"Locatie vaststelling sepsis werkdiagnose (sepsis bundel)","Locatie vaststelling sepsis diagnose (sepsis bunde",NaN,NaN
16203,862,"Tijdstip vaststelling sepsis werkdiagnose (sepsis bundel)","Tijdstip vaststelling sepsis werkdiagnose",NaN,NaN
16204,862,"Bloedkweek (sepsis bundel)","Bloedkweek (sepsis bundel)",NaN,NaN
16205,862,"Antibiotica (sepsis bundel)","Antibiotica (sepsis bundel)",NaN,NaN
16206,862,"Lactaat (sepsis bundel)","Lactaat (sepsis bundel)",NaN,NaN
16207,862,"Centraal veneuze saturatiemeting(sepsis bundel)","Centraal veneuze saturatiemeting(sepsis bundel)",NaN,NaN
16208,862,"Vullingstatus (sepsis bundel)","Vullingstatus (sepsis bundel)",NaN,NaN
16209,862,"Vasopressoren (sepsis bundel)","Vasopressoren (sepsis bundel)",NaN,NaN
16210,862,"Protectieve beademing (sepsis bundel)","Protectieve beademing (sepsis bundel)",NaN,NaN
16211,862,"Geactiveerd proteine C (aPC) (sepsis bundel)","Geactiveerd proteine C (aPC) (sepsis bundel)",NaN,NaN
16212,862,"Normoglycemie (sepsis bundel)","Normoglycemie (sepsis bundel)",NaN,NaN
16213,862,"Glucocorticoiden (sepsis bundel)","Glucocorticoiden (sepsis bundel)",NaN,NaN
16214,862,"Verdenking infectie (sepsisbundel)","Verdenking infectie (sepsisbundel)",NaN,NaN
16215,862,"SIRS symptomen (sepsisbundel)","SIRS symptomen (sepsisbundel)",NaN,NaN
16216,862,"Orgaandisfunctie (sepsisbundel)(t)","Orgaandisfunctie (sepsisbundel)(t)",NaN,NaN
16217,592,"Calciumgluconaat","Calciumgluconaat",94,14
16218,592,"Heparine Leo","Heparine Leo",180,12
16219,863,"Myocardinfarct (complicatieregistratie)","Myocardinfarct (complicatieregistratie)",NaN,NaN
16220,863,"Cardiac arrest (complicatieregistratie)","Cardiac arrest (complicatieregistratie)",NaN,NaN
16221,863,"Ritmestoornissen (complicatieregistratie)","Ritmestoornissen (complicatieregistratie)",NaN,NaN
16222,863,"Dec cordis/Asthma cardiale (complicatieregistratie)","Dec cordis/Asthma cardiale (complicatieregistratie",NaN,NaN
16223,863,"Tamponade (complicatieregistratie)","Tamponade (complicatieregistratie)",NaN,NaN
16224,863,"Pneumothorax (complicatieregistratie)","Pneumothorax (complicatieregistratie)",NaN,NaN
16225,863,"VAP (complicatieregistratie)","VAP (complicatieregistratie)",NaN,NaN
16226,863,"Longbloeding (complicatieregistratie)","Longbloeding (complicatieregistratie)",NaN,NaN
16227,863,"Hematothorax (complicatieregistratie)","Hematothorax (complicatieregistratie)",NaN,NaN
16228,863,"Pleuraempyeem(complicatieregistratie)","Pleuraempyeem(complicatieregistratie)",NaN,NaN
16229,863,"Chylothorax (complicatieregistratie)","Chylothorax (complicatieregistratie)",NaN,NaN
16230,863,"CVA (complicatieregistratie)","CVA (complicatieregistratie)",NaN,NaN
16231,863,"CIN (complicatieregistratie)","CIN (complicatieregistratie)",NaN,NaN
16232,863,"Epileptisch insult (complicatieregistratie)","Epileptisch insult (complicatieregistratie)",NaN,NaN
